Iteration,TransferIn_ms,Inference_ms,TransferOut_ms,Total_ms
329,0.088190,3.619448,0.093199,3.800837
330,0.088500,3.641401,0.101555,3.831456
331,0.095043,3.622494,0.089281,3.806818
332,0.088520,3.550486,0.092918,3.731924
333,0.091085,3.610651,0.094011,3.795747
334,0.088300,4.439235,0.179143,4.706678
335,0.147003,3.887534,0.091816,4.126353
336,0.085865,3.594310,0.089181,3.769356
337,0.088540,3.642152,0.089081,3.819773
338,0.088270,4.190948,0.143464,4.422682
339,0.093199,3.597266,0.088480,3.778945
340,0.104321,3.539053,0.088801,3.732175
341,0.088310,3.702809,0.092878,3.883997
342,0.088079,4.064766,0.120011,4.272856
343,0.101395,4.090292,0.094712,4.286399
344,0.088300,4.460194,0.112026,4.660520
345,0.091535,3.582297,0.119680,3.793512
346,0.088851,4.226835,0.107387,4.423073
347,0.089862,4.052531,0.088550,4.230943
348,0.088139,3.850873,0.091737,4.030749
349,0.091806,3.608347,0.116173,3.816326
350,0.150749,3.918664,0.087809,4.157222
351,0.088700,10.891709,0.109340,11.089749
352,0.097147,4.786541,0.116304,4.999992
353,0.097407,4.024667,0.088971,4.211045
354,0.088530,3.564292,0.088651,3.741473
355,0.088250,3.625140,0.100924,3.814314
356,0.111895,3.848377,0.097948,4.058220
357,0.088771,3.570384,0.093199,3.752354
358,0.091386,22.792056,0.163975,23.047417
359,0.110222,4.112657,0.144927,4.367806
360,0.099692,4.730183,0.094652,4.924527
361,0.088580,3.565234,0.088590,3.742404
362,0.088170,4.549645,0.220594,4.858409
363,0.117928,4.005169,0.137625,4.260722
364,0.092788,3.649496,19.826725,23.569009
365,0.108117,5.119713,0.090704,5.318534
366,0.090303,3.648204,0.107817,3.846324
367,0.088670,3.670556,0.090134,3.849360
368,0.088650,4.653837,0.118898,4.861385
369,0.096245,9.627949,0.123627,9.847821
370,0.092878,3.540286,0.088611,3.721775
371,0.272894,3.748737,0.086446,4.108077
372,0.088420,3.547440,0.098760,3.734620
373,0.162994,3.737113,0.093821,3.993928
374,0.088601,3.616622,0.088771,3.793994
375,0.145261,3.909695,0.105162,4.160118
376,0.092708,3.531780,0.092959,3.717447
377,0.092287,3.585022,0.096095,3.773404
378,0.091256,4.098178,0.105533,4.294967
379,0.140940,4.695738,0.102958,4.939636
380,0.092397,3.505319,0.088681,3.686397
381,0.088651,3.666378,0.094532,3.849561
382,0.093129,4.284155,0.159637,4.536921
383,0.140640,4.402474,0.090494,4.633608
384,0.088660,3.562599,0.089161,3.740420
385,0.088771,3.633956,0.095423,3.818150
386,0.101425,4.427361,0.112336,4.641122
387,0.095213,4.074032,0.088971,4.258216
388,0.088931,3.642482,1.269261,5.000674
389,0.090043,3.882243,0.139198,4.111484
390,0.146682,3.594220,0.093539,3.834441
391,0.091196,3.560765,0.088821,3.740782
392,0.097968,3.597176,0.089482,3.784626
393,0.088560,3.646660,0.165008,3.900228
394,0.105824,3.757974,0.089532,3.953330
395,0.088460,3.645357,0.092178,3.825995
396,0.091897,3.539454,0.091907,3.723258
397,0.088240,3.740250,0.136964,3.965454
398,0.115112,3.850452,0.093249,4.058813
399,0.088781,3.618656,0.089262,3.796699
400,0.088330,3.569602,0.088329,3.746261
401,0.088249,3.601995,0.105002,3.795246
402,0.830566,5.579186,0.097237,6.506989
403,0.091796,3.594390,0.088750,3.774936
404,0.088180,3.571015,0.088830,3.748025
405,0.088169,4.347828,0.099131,4.535128
406,0.089522,3.748346,0.091125,3.928993
407,0.088299,3.555455,0.091306,3.735060
408,0.091666,3.589661,0.093590,3.774917
409,0.085214,4.284708,0.162281,4.532203
410,0.092688,3.657692,0.088560,3.838940
411,0.088790,3.647482,0.088911,3.825183
412,0.088480,3.595162,0.089191,3.772833
413,0.088410,4.346816,0.104642,4.539868
414,0.091907,3.550685,0.089783,3.732375
415,0.088450,3.576846,0.088931,3.754227
416,0.088921,3.515328,0.089312,3.693561
417,0.138616,4.414046,0.186289,4.738951
418,0.105353,4.040386,0.114800,4.260539
419,0.092638,3.618487,0.089532,3.800657
420,0.088160,3.542730,0.126644,3.757534
421,0.092738,19.490228,0.141161,19.724127
422,0.141092,3.953320,0.148285,4.242697
423,0.097408,3.692759,0.107918,3.898085
424,0.089462,3.576064,0.093730,3.759256
425,0.088821,4.068060,0.124660,4.281541
426,0.091877,4.135269,0.108338,4.335484
427,0.088870,4.173884,0.138827,4.401581
428,0.092117,4.284076,0.104100,4.480293
429,0.095714,3.544264,0.089101,3.729079
430,0.085885,3.608598,0.094311,3.788794
431,0.085694,3.578871,0.089141,3.753706
432,0.085344,3.833860,0.143677,4.062881
433,0.091526,3.535146,0.089923,3.716595
434,0.088570,3.645959,0.113839,3.848368
435,0.089782,3.568821,0.092548,3.751151
436,0.091416,4.352126,0.176850,4.620392
437,0.133577,3.603829,0.094962,3.832368
438,0.088800,3.608016,0.094662,3.791478
439,0.088620,3.573450,0.093079,3.755149
440,0.088861,4.035558,0.134699,4.259118
441,0.118468,3.603388,0.092778,3.814634
442,0.092117,3.616622,0.088861,3.797600
443,0.088641,3.675115,0.100373,3.864129
444,0.088600,3.768074,0.099130,3.955804
445,0.088861,3.561186,0.088430,3.738477
446,0.103900,3.547770,0.089272,3.740942
447,0.088420,3.633245,0.095623,3.817288
448,0.088169,3.750670,0.127165,3.966004
449,0.092248,24.732416,0.127064,24.951728
450,0.137714,3.681778,15.472304,19.291796
451,0.169888,5.087208,0.156371,5.413467
452,0.107486,3.571496,0.093440,3.772422
453,0.091777,3.568439,0.091146,3.751362
454,0.090975,4.533426,0.169295,4.793696
455,0.104090,3.719579,0.097448,3.921117
456,0.093159,3.526480,0.089732,3.709371
457,0.088811,3.645328,0.092698,3.826837
458,0.094692,3.880389,0.181930,4.157011
459,0.096395,3.704953,0.116594,3.917942
460,0.091786,3.688120,0.091406,3.871312
461,0.096786,3.545185,0.091496,3.733467
462,0.091817,4.782403,0.103679,4.977899
463,0.095133,3.978679,0.140781,4.214593
464,0.112656,3.676498,0.093249,3.882403
465,0.094141,3.697397,0.092188,3.883726
466,0.101735,5.328814,0.099692,5.530241
467,0.093720,3.576255,0.091065,3.761040
468,0.093159,3.632293,0.093690,3.819142
469,0.093920,3.683622,0.114130,3.891672
470,0.093209,3.657752,0.096315,3.847276
471,0.096416,3.643203,0.117216,3.856835
472,0.089672,3.610571,0.090664,3.790907
473,0.091616,3.733096,0.116294,3.941006
474,0.176709,3.862445,0.119520,4.158674
475,0.098730,3.618486,0.094381,3.811597
476,0.092527,3.546849,0.089512,3.728888
477,0.088911,3.684654,0.182319,3.955884
478,0.200425,4.581008,0.090644,4.872077
479,0.089091,3.735231,0.097438,3.921760
480,0.089643,3.606563,0.089091,3.785297
481,0.088580,3.938051,0.094932,4.121563
482,0.092227,3.652542,0.090955,3.835724
483,0.088680,3.644316,0.115803,3.848799
484,0.089222,3.590011,0.090003,3.769236
485,0.089342,3.680536,0.090173,3.860051
486,0.088550,3.514136,0.091666,3.694352
487,0.091416,3.645327,0.092348,3.829091
488,0.088911,3.643073,0.097818,3.829802
489,0.085785,3.755299,0.094201,3.935285
490,0.088550,3.564743,0.088881,3.742174
491,0.093971,3.535086,0.091867,3.720924
492,0.091616,3.622504,0.097418,3.811538
493,0.089623,3.838669,0.138306,4.066598
494,0.091426,3.664164,0.090033,3.845623
495,0.088921,3.662851,0.088700,3.840472
496,0.088339,3.624598,0.099983,3.812920
497,0.085525,3.810565,0.140100,4.036190
498,0.094782,3.567358,0.089292,3.751432
499,0.089111,3.582637,0.089282,3.761030
500,0.088861,3.549704,0.097037,3.735602
501,0.089342,4.142172,0.104721,4.336235
502,0.116755,3.671578,0.092598,3.880931
503,0.091586,3.632524,0.089001,3.813111
504,0.088600,3.494609,0.089171,3.672380
505,0.088981,4.239500,0.148526,4.477007
506,0.119741,3.570915,0.087979,3.778635
507,0.088791,3.511390,0.088871,3.689052
508,0.088911,3.648524,0.092688,3.830123
509,0.091847,3.719690,0.129349,3.940886
510,0.089893,3.701636,0.090203,3.881732
511,0.089041,3.583529,0.090224,3.762794
512,0.088791,3.582848,0.088640,3.760279
513,0.089262,3.803231,0.148074,4.040567
514,0.144328,4.517164,0.096395,4.757887
515,0.092298,3.533362,0.089422,3.715082
516,0.089192,3.672550,0.089121,3.850863
517,0.088520,4.420800,0.150809,4.660129
518,0.091355,3.692980,0.090734,3.875069
519,0.089121,3.599700,0.089322,3.778143
520,0.088781,3.541588,0.092398,3.722767
521,0.091666,5.519992,0.148595,5.760253
522,0.092328,4.025368,0.089683,4.207379
523,0.102637,3.651620,0.089282,3.843539
524,0.088511,3.725421,0.137816,3.951748
525,0.111955,3.711544,0.097257,3.920756
526,0.089532,3.569752,0.092799,3.752083
527,0.091856,3.556507,0.089673,3.738036
528,0.089222,3.601974,0.089151,3.780347
529,0.195607,3.781168,0.121203,4.097978
530,0.094202,3.550074,0.103079,3.747355
531,0.089643,3.573249,0.093029,3.755921
532,0.091606,3.654145,0.091606,3.837357
533,0.104751,3.944283,0.092387,4.141421
534,0.089242,3.558751,0.093760,3.741753
535,0.089111,3.640067,0.089412,3.818590
536,0.088621,3.563190,0.089401,3.741212
537,0.088390,3.741833,0.093149,3.923372
538,0.092137,3.609619,0.092778,3.794534
539,0.086015,3.622114,0.091626,3.799755
540,0.089122,5.504111,0.124049,5.717282
541,0.157943,4.130741,0.102076,4.390760
542,0.089231,17.377346,0.148415,17.614992
543,0.142514,3.770879,0.121343,4.034736
544,0.092558,3.519235,0.088490,3.700283
545,0.358028,5.236527,0.092968,5.687523
546,0.088190,3.589150,0.183963,3.861303
547,0.134649,3.549114,0.099351,3.783114
548,0.104641,3.955845,0.142615,4.203101
549,0.091326,3.556227,0.092838,3.740391
550,0.091636,3.587116,0.088981,3.767733
551,0.088250,3.726584,0.095253,3.910087
552,0.088891,3.740981,0.112116,3.941988
553,0.086376,3.594260,0.088991,3.769627
554,0.088340,3.595702,0.088240,3.772282
555,0.093640,3.636080,0.097888,3.827608
556,0.087217,3.755150,0.456007,4.298374
557,0.128866,3.587888,0.088740,3.805494
558,0.088279,3.604770,0.089492,3.782541
559,0.088670,3.620040,0.089882,3.798592
560,0.088720,3.893726,0.124650,4.107096
561,0.091155,3.534816,0.092849,3.718820
