Iteration,Transfer_ms,Inference_ms,Total_ms
815,0.000060,3.310383,3.310443
816,0.000060,3.541378,3.541438
817,0.000050,3.340381,3.340431
818,0.000060,3.310274,3.310334
819,0.000060,3.372383,3.372443
820,0.000050,3.282661,3.282711
821,0.000060,3.531238,3.531298
822,0.000071,3.379786,3.379857
823,0.000050,3.319561,3.319611
824,0.000050,3.307578,3.307628
825,0.000061,3.304913,3.304974
826,0.000060,3.364137,3.364197
827,0.000150,3.313129,3.313279
828,0.000050,3.405276,3.405326
829,0.000060,3.310624,3.310684
830,0.000060,3.298642,3.298702
831,0.000060,3.353517,3.353577
832,0.000131,3.332466,3.332597
833,0.000050,3.297389,3.297439
834,0.000050,3.330913,3.330963
835,0.000061,3.774124,3.774185
836,0.000130,4.538675,4.538805
837,0.000060,3.364858,3.364918
838,0.000060,3.322577,3.322637
839,0.000050,3.295775,3.295825
840,0.000060,3.403453,3.403513
841,0.000141,3.385738,3.385879
842,0.000060,3.306416,3.306476
843,0.000060,3.310193,3.310253
844,0.000060,3.408332,3.408392
845,0.000080,3.622424,3.622504
846,0.000160,3.296938,3.297098
847,0.000060,3.347245,3.347305
848,0.000050,3.290595,3.290645
849,0.000050,3.310293,3.310343
850,0.000060,3.353106,3.353166
851,0.000060,3.298882,3.298942
852,0.000060,3.286608,3.286668
853,0.000050,3.315303,3.315353
854,0.000050,4.802964,4.803014
855,0.000060,3.691175,3.691235
856,0.000131,3.308991,3.309122
857,0.000060,3.362234,3.362294
858,0.000060,4.978289,4.978349
859,0.000140,3.407240,3.407380
860,0.000080,3.431367,3.431447
861,0.000070,3.350952,3.351022
862,0.000060,3.432829,3.432889
863,0.000140,3.309682,3.309822
864,0.000050,3.337626,3.337676
865,0.000060,3.286618,3.286678
866,0.000050,3.337035,3.337085
867,0.000071,3.545004,3.545075
868,0.000140,3.305324,3.305464
869,0.000050,3.281367,3.281417
870,0.000050,3.383875,3.383925
871,0.000050,3.390889,3.390939
872,0.000081,3.306276,3.306357
873,0.000050,3.309662,3.309712
874,0.000050,3.291136,3.291186
875,0.000050,3.297549,3.297599
876,0.000050,3.378444,3.378494
877,0.000050,3.312108,3.312158
878,0.000060,3.329531,3.329591
879,0.000050,3.296727,3.296777
880,0.000060,3.489077,3.489137
881,0.000070,3.898204,3.898274
882,0.000060,3.302769,3.302829
883,0.000060,3.310845,3.310905
884,0.000050,3.871484,3.871534
885,0.000130,4.909468,4.909598
886,0.000050,3.341404,3.341454
887,0.000060,3.331675,3.331735
888,0.000060,3.687709,3.687769
889,0.000071,4.466966,4.467037
890,0.000050,3.342015,3.342065
891,0.000050,3.323319,3.323369
892,0.000060,3.337155,3.337215
893,0.000061,4.553612,4.553673
894,0.000060,3.330251,3.330311
895,0.000060,3.347756,3.347816
896,0.000060,3.308981,3.309041
897,0.000060,3.462437,3.462497
898,0.000071,4.843420,4.843491
899,0.000130,3.306406,3.306536
900,0.000050,3.377373,3.377423
901,0.000050,3.328950,3.329000
902,0.000050,4.441600,4.441650
903,0.000080,3.603908,3.603988
904,0.000140,3.345722,3.345862
905,0.000060,3.364308,3.364368
906,0.000060,5.014578,5.014638
907,0.000150,6.341801,6.341951
908,0.000101,5.933085,5.933186
909,0.000101,6.829428,6.829529
910,0.000120,6.119704,6.119824
911,0.000100,6.665635,6.665735
912,0.000140,6.650084,6.650224
913,0.000191,6.186983,6.187174
914,0.000120,4.126603,4.126723
915,0.000130,3.377924,3.378054
916,0.000050,3.286899,3.286949
917,0.000050,3.344339,3.344389
918,0.000050,3.475722,3.475772
919,0.000050,3.351793,3.351843
920,0.000140,3.493947,3.494087
921,0.000061,3.310143,3.310204
922,0.000060,3.353607,3.353667
923,0.000070,3.428491,3.428561
924,0.000060,3.362284,3.362344
925,0.000050,3.333338,3.333388
926,0.000061,3.363545,3.363606
927,0.000060,3.471263,3.471323
928,0.000060,3.361512,3.361572
929,0.000060,3.408052,3.408112
930,0.000070,3.310794,3.310864
931,0.000060,3.350902,3.350962
932,0.000061,3.634808,3.634869
933,0.000061,3.403763,3.403824
934,0.000060,3.517161,3.517221
935,0.000140,3.340952,3.341092
936,0.000050,3.733737,3.733787
937,0.000280,6.370146,6.370426
938,0.000101,6.413829,6.413930
939,0.000110,6.056342,6.056452
940,0.000130,3.354999,3.355129
941,0.000061,3.453298,3.453359
942,0.000070,3.323509,3.323579
943,0.000060,3.404184,3.404244
944,0.000061,3.282039,3.282100
945,0.000050,3.327507,3.327557
946,0.000060,3.529234,3.529294
947,0.000061,3.560164,3.560225
948,0.000060,3.636831,3.636891
949,0.000141,3.352344,3.352485
950,0.000060,3.319611,3.319671
951,0.000060,3.551316,3.551376
952,0.000050,3.589490,3.589540
953,0.000140,3.297549,3.297689
954,0.000060,3.310735,3.310795
955,0.000050,3.306657,3.306707
956,0.000060,3.790888,3.790948
957,0.000050,3.338968,3.339018
958,0.000061,3.350831,3.350892
959,0.000060,3.316586,3.316646
960,0.000060,3.319491,3.319551
961,0.000060,3.672390,3.672450
962,0.000070,3.301607,3.301677
963,0.000050,3.305945,3.305995
964,0.000060,3.335021,3.335081
965,0.000060,3.345692,3.345752
966,0.000070,3.660316,3.660386
967,0.000050,3.369508,3.369558
968,0.000050,3.314792,3.314842
969,0.000060,3.299694,3.299754
970,0.000060,3.390518,3.390578
971,0.000211,3.472124,3.472335
972,0.000130,3.335412,3.335542
973,0.000050,3.335251,3.335301
974,0.000050,3.376280,3.376330
975,0.000050,3.742685,3.742735
976,0.000060,3.394275,3.394335
977,0.000051,3.301386,3.301437
978,0.000060,3.353987,3.354047
979,0.000060,3.304242,3.304302
980,0.000050,5.264541,5.264591
981,0.000130,3.361822,3.361952
982,0.000060,3.299242,3.299302
983,0.000060,3.367563,3.367623
984,0.000050,3.704092,3.704142
985,0.000140,3.345471,3.345611
986,0.000060,3.326886,3.326946
987,0.000060,3.359318,3.359378
988,0.000060,3.452987,3.453047
989,0.000060,3.375098,3.375158
990,0.000140,3.367795,3.367935
991,0.000050,3.373375,3.373425
992,0.000050,3.317528,3.317578
993,0.000060,4.379529,4.379589
994,0.000060,3.495180,3.495240
995,0.000060,3.368225,3.368285
996,0.000050,3.311576,3.311626
997,0.000050,3.334751,3.334801
998,0.000060,3.342244,3.342304
999,0.000060,3.549924,3.549984
