Epoch,Weight1,Weight2,Bias
366,1.554571,1.491159,-2.452285
367,1.556992,1.493962,-2.455975
368,1.559410,1.496758,-2.459659
369,1.561824,1.499549,-2.463337
370,1.564235,1.502333,-2.467009
371,1.566642,1.505112,-2.470675
372,1.569046,1.507884,-2.474335
373,1.571447,1.510650,-2.477990
374,1.573843,1.513410,-2.481638
375,1.576237,1.516164,-2.485281
376,1.578627,1.518912,-2.488918
377,1.581014,1.521654,-2.492549
378,1.583397,1.524390,-2.496174
379,1.585776,1.527120,-2.499794
380,1.588153,1.529844,-2.503408
381,1.590526,1.532562,-2.507016
382,1.592896,1.535275,-2.510619
383,1.595262,1.537982,-2.514216
384,1.597625,1.540683,-2.517807
385,1.599984,1.543378,-2.521392
386,1.602340,1.546067,-2.524972
387,1.604693,1.548751,-2.528547
388,1.607043,1.551429,-2.532116
389,1.609389,1.554102,-2.535679
390,1.611732,1.556769,-2.539236
391,1.614072,1.559430,-2.542789
392,1.616408,1.562086,-2.546335
393,1.618741,1.564736,-2.549876
394,1.621071,1.567381,-2.553412
395,1.623398,1.570020,-2.556942
396,1.625721,1.572654,-2.560467
397,1.628041,1.575282,-2.563986
398,1.630358,1.577905,-2.567500
399,1.632672,1.580523,-2.571009
400,1.634982,1.583135,-2.574512
401,1.637289,1.585742,-2.578010
402,1.639593,1.588344,-2.581503
403,1.641894,1.590940,-2.584990
404,1.644192,1.593531,-2.588472
405,1.646486,1.596117,-2.591948
406,1.648777,1.598698,-2.595420
407,1.651066,1.601274,-2.598886
408,1.653351,1.603844,-2.602346
409,1.655632,1.606409,-2.605802
410,1.657911,1.608969,-2.609252
411,1.660187,1.611525,-2.612698
412,1.662459,1.614075,-2.616138
413,1.664729,1.616620,-2.619572
414,1.666995,1.619160,-2.623002
415,1.669258,1.621694,-2.626427
416,1.671518,1.624224,-2.629846
417,1.673775,1.626750,-2.633261
418,1.676029,1.629270,-2.636670
419,1.678280,1.631785,-2.640074
420,1.680528,1.634295,-2.643473
421,1.682773,1.636801,-2.646867
422,1.685015,1.639301,-2.650257
423,1.687253,1.641797,-2.653641
424,1.689489,1.644288,-2.657020
425,1.691722,1.646774,-2.660394
426,1.693952,1.649256,-2.663763
427,1.696178,1.651733,-2.667127
428,1.698402,1.654205,-2.670486
429,1.700623,1.656672,-2.673841
430,1.702840,1.659135,-2.677190
431,1.705055,1.661593,-2.680535
432,1.707267,1.664046,-2.683875
433,1.709476,1.666495,-2.687209
434,1.711682,1.668939,-2.690539
435,1.713885,1.671379,-2.693865
436,1.716085,1.673814,-2.697185
437,1.718282,1.676244,-2.700500
438,1.720476,1.678670,-2.703811
439,1.722667,1.681092,-2.707117
440,1.724856,1.683509,-2.710418
441,1.727041,1.685922,-2.713715
442,1.729224,1.688330,-2.717006
443,1.731404,1.690733,-2.720293
444,1.733580,1.693133,-2.723576
445,1.735754,1.695528,-2.726853
446,1.737926,1.697918,-2.730126
447,1.740094,1.700305,-2.733394
448,1.742259,1.702686,-2.736658
449,1.744422,1.705064,-2.739917
450,1.746581,1.707437,-2.743171
451,1.748738,1.709806,-2.746421
452,1.750892,1.712171,-2.749666
453,1.753044,1.714532,-2.752906
454,1.755192,1.716888,-2.756142
455,1.757338,1.719240,-2.759374
456,1.759481,1.721588,-2.762601
457,1.761621,1.723932,-2.765823
458,1.763758,1.726271,-2.769041
459,1.765892,1.728607,-2.772254
460,1.768024,1.730938,-2.775463
461,1.770153,1.733265,-2.778667
462,1.772279,1.735588,-2.781867
463,1.774403,1.737907,-2.785062
464,1.776523,1.740222,-2.788253
465,1.778641,1.742533,-2.791439
466,1.780757,1.744840,-2.794621
467,1.782869,1.747143,-2.797799
468,1.784979,1.749442,-2.800972
469,1.787086,1.751737,-2.804141
470,1.789190,1.754028,-2.807305
471,1.791292,1.756315,-2.810465
472,1.793391,1.758598,-2.813621
473,1.795487,1.760877,-2.816772
474,1.797581,1.763153,-2.819919
475,1.799672,1.765424,-2.823062
476,1.801760,1.767692,-2.826200
477,1.803846,1.769955,-2.829334
478,1.805929,1.772215,-2.832464
479,1.808009,1.774471,-2.835590
480,1.810087,1.776723,-2.838711
481,1.812162,1.778972,-2.841828
482,1.814234,1.781216,-2.844941
483,1.816304,1.783457,-2.848050
484,1.818371,1.785694,-2.851154
485,1.820435,1.787928,-2.854254
486,1.822497,1.790157,-2.857350
487,1.824556,1.792383,-2.860442
488,1.826613,1.794606,-2.863530
489,1.828667,1.796824,-2.866613
490,1.830719,1.799039,-2.869692
491,1.832768,1.801250,-2.872768
492,1.834814,1.803458,-2.875839
493,1.836858,1.805662,-2.878906
494,1.838899,1.807862,-2.881968
495,1.840938,1.810059,-2.885027
496,1.842974,1.812252,-2.888082
497,1.845007,1.814442,-2.891132
498,1.847038,1.816628,-2.894179
499,1.849067,1.818810,-2.897221
500,1.851093,1.820989,-2.900260
501,1.853116,1.823165,-2.903294
502,1.855137,1.825337,-2.906325
503,1.857156,1.827505,-2.909351
504,1.859172,1.829670,-2.912374
505,1.861185,1.831832,-2.915392
506,1.863196,1.833990,-2.918406
507,1.865204,1.836144,-2.921417
508,1.867210,1.838295,-2.924423
509,1.869214,1.840443,-2.927426
510,1.871215,1.842587,-2.930425
511,1.873213,1.844728,-2.933419
512,1.875209,1.846866,-2.936410
513,1.877203,1.849000,-2.939397
514,1.879194,1.851131,-2.942380
515,1.881182,1.853258,-2.945359
516,1.883169,1.855382,-2.948334
517,1.885152,1.857503,-2.951306
518,1.887134,1.859620,-2.954273
519,1.889113,1.861734,-2.957237
520,1.891089,1.863845,-2.960197
521,1.893063,1.865953,-2.963153
522,1.895035,1.868057,-2.966105
523,1.897004,1.870158,-2.969053
524,1.898971,1.872256,-2.971998
525,1.900935,1.874351,-2.974939
526,1.902898,1.876442,-2.977876
527,1.904857,1.878530,-2.980809
528,1.906815,1.880615,-2.983738
529,1.908769,1.882697,-2.986664
530,1.910722,1.884775,-2.989586
531,1.912672,1.886851,-2.992504
532,1.914620,1.888923,-2.995419
533,1.916565,1.890992,-2.998330
534,1.918509,1.893058,-3.001237
535,1.920449,1.895121,-3.004140
536,1.922388,1.897181,-3.007040
537,1.924324,1.899237,-3.009936
538,1.926258,1.901291,-3.012828
539,1.928189,1.903341,-3.015717
540,1.930118,1.905388,-3.018602
541,1.932045,1.907433,-3.021484
542,1.933969,1.909474,-3.024361
543,1.935892,1.911512,-3.027235
544,1.937812,1.913547,-3.030106
545,1.939729,1.915579,-3.032973
546,1.941644,1.917609,-3.035836
547,1.943557,1.919635,-3.038696
548,1.945468,1.921658,-3.041552
549,1.947377,1.923678,-3.044405
550,1.949283,1.925695,-3.047254
551,1.951187,1.927709,-3.050099
552,1.953088,1.929721,-3.052941
553,1.954988,1.931729,-3.055780
554,1.956885,1.933734,-3.058615
555,1.958780,1.935737,-3.061446
556,1.960672,1.937736,-3.064274
557,1.962563,1.939733,-3.067098
558,1.964451,1.941726,-3.069919
