Epoch,Slope,Intercept
492,-0.989428,1.573717
493,-0.989521,1.573626
494,-0.989614,1.573536
495,-0.989705,1.573445
496,-0.989796,1.573354
497,-0.989886,1.573264
498,-0.989975,1.573174
499,-0.990063,1.573084
500,-0.990151,1.572995
501,-0.990238,1.572905
502,-0.990324,1.572816
503,-0.990409,1.572727
504,-0.990494,1.572638
505,-0.990578,1.572549
506,-0.990661,1.572461
507,-0.990744,1.572372
508,-0.990826,1.572284
509,-0.990907,1.572196
510,-0.990988,1.572108
511,-0.991067,1.572021
512,-0.991146,1.571933
513,-0.991225,1.571846
514,-0.991303,1.571759
515,-0.991380,1.571672
516,-0.991456,1.571586
517,-0.991532,1.571499
518,-0.991607,1.571413
519,-0.991682,1.571327
520,-0.991756,1.571241
521,-0.991829,1.571155
522,-0.991902,1.571070
523,-0.991974,1.570985
524,-0.992046,1.570899
525,-0.992117,1.570814
526,-0.992187,1.570730
527,-0.992257,1.570645
528,-0.992326,1.570561
529,-0.992394,1.570477
530,-0.992462,1.570392
531,-0.992530,1.570309
532,-0.992597,1.570225
533,-0.992663,1.570142
534,-0.992729,1.570058
535,-0.992794,1.569975
536,-0.992858,1.569892
537,-0.992923,1.569810
538,-0.992986,1.569727
539,-0.993049,1.569645
540,-0.993112,1.569562
541,-0.993174,1.569481
542,-0.993235,1.569399
543,-0.993296,1.569317
544,-0.993357,1.569236
545,-0.993417,1.569154
546,-0.993476,1.569073
547,-0.993535,1.568992
548,-0.993594,1.568912
549,-0.993652,1.568831
550,-0.993709,1.568751
551,-0.993766,1.568671
552,-0.993823,1.568591
553,-0.993879,1.568511
554,-0.993935,1.568431
555,-0.993990,1.568352
556,-0.994045,1.568272
557,-0.994099,1.568193
558,-0.994153,1.568114
559,-0.994206,1.568036
560,-0.994259,1.567957
561,-0.994312,1.567879
562,-0.994364,1.567800
563,-0.994416,1.567722
564,-0.994467,1.567645
565,-0.994518,1.567567
566,-0.994568,1.567489
567,-0.994618,1.567412
568,-0.994668,1.567335
569,-0.994717,1.567258
570,-0.994766,1.567181
571,-0.994815,1.567104
572,-0.994863,1.567028
573,-0.994910,1.566952
574,-0.994958,1.566876
575,-0.995004,1.566800
576,-0.995051,1.566724
577,-0.995097,1.566648
578,-0.995143,1.566573
579,-0.995188,1.566498
580,-0.995233,1.566422
581,-0.995278,1.566348
582,-0.995322,1.566273
583,-0.995366,1.566198
584,-0.995410,1.566124
585,-0.995453,1.566050
586,-0.995496,1.565976
587,-0.995538,1.565902
588,-0.995580,1.565828
589,-0.995622,1.565754
590,-0.995664,1.565681
591,-0.995705,1.565608
592,-0.995746,1.565535
593,-0.995786,1.565462
594,-0.995826,1.565389
595,-0.995866,1.565317
596,-0.995906,1.565244
597,-0.995945,1.565172
598,-0.995984,1.565100
599,-0.996022,1.565028
