Epoch,Weight1,Weight2,Bias
333,-1.380986,-1.444255,2.297282
334,-1.384050,-1.446848,2.301231
335,-1.387106,-1.449438,2.305173
336,-1.390155,-1.452023,2.309109
337,-1.393196,-1.454604,2.313038
338,-1.396230,-1.457181,2.316960
339,-1.399257,-1.459753,2.320875
340,-1.402275,-1.462322,2.324784
341,-1.405287,-1.464887,2.328686
342,-1.408291,-1.467448,2.332581
343,-1.411288,-1.470005,2.336469
344,-1.414277,-1.472558,2.340351
345,-1.417260,-1.475107,2.344227
346,-1.420235,-1.477652,2.348095
347,-1.423203,-1.480193,2.351957
348,-1.426164,-1.482730,2.355813
349,-1.429118,-1.485264,2.359662
350,-1.432064,-1.487793,2.363505
351,-1.435004,-1.490319,2.367341
352,-1.437937,-1.492840,2.371171
353,-1.440863,-1.495358,2.374994
354,-1.443782,-1.497872,2.378811
355,-1.446694,-1.500383,2.382621
356,-1.449599,-1.502889,2.386426
357,-1.452498,-1.505392,2.390223
358,-1.455390,-1.507890,2.394015
359,-1.458275,-1.510385,2.397800
360,-1.461153,-1.512877,2.401579
361,-1.464025,-1.515364,2.405352
362,-1.466890,-1.517848,2.409118
363,-1.469749,-1.520328,2.412878
364,-1.472601,-1.522805,2.416632
365,-1.475447,-1.525277,2.420380
366,-1.478286,-1.527746,2.424122
367,-1.481118,-1.530211,2.427858
368,-1.483945,-1.532673,2.431587
369,-1.486765,-1.535131,2.435311
370,-1.489578,-1.537585,2.439028
371,-1.492385,-1.540036,2.442739
372,-1.495186,-1.542483,2.446445
373,-1.497981,-1.544926,2.450144
374,-1.500770,-1.547366,2.453837
375,-1.503552,-1.549803,2.457524
376,-1.506328,-1.552235,2.461206
377,-1.509098,-1.554664,2.464881
378,-1.511862,-1.557090,2.468551
379,-1.514620,-1.559512,2.472215
380,-1.517372,-1.561930,2.475872
381,-1.520118,-1.564345,2.479524
382,-1.522858,-1.566757,2.483170
383,-1.525592,-1.569164,2.486811
384,-1.528320,-1.571569,2.490445
385,-1.531042,-1.573970,2.494074
386,-1.533759,-1.576367,2.497697
387,-1.536469,-1.578761,2.501314
388,-1.539174,-1.581152,2.504926
389,-1.541873,-1.583539,2.508532
390,-1.544566,-1.585922,2.512132
391,-1.547254,-1.588302,2.515726
392,-1.549936,-1.590679,2.519315
393,-1.552612,-1.593053,2.522898
394,-1.555282,-1.595423,2.526476
395,-1.557947,-1.597789,2.530048
396,-1.560607,-1.600152,2.533614
397,-1.563261,-1.602512,2.537175
398,-1.565909,-1.604869,2.540731
399,-1.568552,-1.607222,2.544280
400,-1.571189,-1.609571,2.547825
401,-1.573821,-1.611918,2.551364
402,-1.576448,-1.614261,2.554897
403,-1.579069,-1.616601,2.558425
404,-1.581684,-1.618937,2.561947
405,-1.584295,-1.621270,2.565465
406,-1.586900,-1.623600,2.568976
407,-1.589500,-1.625927,2.572483
408,-1.592094,-1.628250,2.575984
409,-1.594683,-1.630570,2.579479
410,-1.597268,-1.632887,2.582969
411,-1.599846,-1.635201,2.586454
412,-1.602420,-1.637511,2.589934
413,-1.604989,-1.639818,2.593408
414,-1.607552,-1.642122,2.596877
415,-1.610110,-1.644423,2.600341
416,-1.612664,-1.646721,2.603800
417,-1.615212,-1.649015,2.607253
418,-1.617755,-1.651306,2.610702
419,-1.620293,-1.653594,2.614145
420,-1.622826,-1.655879,2.617582
421,-1.625354,-1.658160,2.621015
422,-1.627878,-1.660439,2.624443
423,-1.630396,-1.662714,2.627865
424,-1.632909,-1.664987,2.631282
425,-1.635418,-1.667256,2.634695
426,-1.637922,-1.669522,2.638102
427,-1.640421,-1.671784,2.641504
428,-1.642915,-1.674044,2.644901
429,-1.645404,-1.676301,2.648293
430,-1.647888,-1.678555,2.651680
431,-1.650368,-1.680805,2.655062
432,-1.652843,-1.683052,2.658439
433,-1.655313,-1.685297,2.661811
434,-1.657779,-1.687538,2.665178
435,-1.660240,-1.689776,2.668540
436,-1.662696,-1.692012,2.671897
437,-1.665148,-1.694244,2.675250
438,-1.667595,-1.696473,2.678597
439,-1.670038,-1.698699,2.681940
440,-1.672475,-1.700922,2.685277
441,-1.674909,-1.703143,2.688610
442,-1.677338,-1.705360,2.691938
443,-1.679762,-1.707574,2.695261
444,-1.682182,-1.709785,2.698579
445,-1.684597,-1.711993,2.701893
446,-1.687008,-1.714199,2.705202
447,-1.689415,-1.716401,2.708505
448,-1.691817,-1.718600,2.711805
449,-1.694214,-1.720797,2.715099
450,-1.696608,-1.722990,2.718389
451,-1.698996,-1.725181,2.721674
452,-1.701381,-1.727369,2.724954
453,-1.703761,-1.729553,2.728230
454,-1.706137,-1.731735,2.731501
455,-1.708509,-1.733914,2.734767
456,-1.710876,-1.736090,2.738028
457,-1.713239,-1.738263,2.741285
458,-1.715598,-1.740434,2.744538
459,-1.717953,-1.742601,2.747786
460,-1.720304,-1.744766,2.751029
461,-1.722650,-1.746927,2.754267
462,-1.724992,-1.749086,2.757501
463,-1.727330,-1.751242,2.760731
464,-1.729664,-1.753395,2.763956
465,-1.731994,-1.755546,2.767176
466,-1.734319,-1.757693,2.770392
467,-1.736641,-1.759838,2.773603
468,-1.738958,-1.761980,2.776810
469,-1.741272,-1.764119,2.780012
470,-1.743581,-1.766255,2.783210
471,-1.745886,-1.768389,2.786404
472,-1.748188,-1.770520,2.789593
473,-1.750485,-1.772648,2.792777
474,-1.752779,-1.774773,2.795957
475,-1.755068,-1.776895,2.799133
476,-1.757354,-1.779015,2.802304
477,-1.759635,-1.781132,2.805471
478,-1.761913,-1.783246,2.808634
479,-1.764187,-1.785357,2.811792
480,-1.766456,-1.787466,2.814946
481,-1.768722,-1.789572,2.818095
482,-1.770985,-1.791675,2.821241
483,-1.773243,-1.793776,2.824382
484,-1.775498,-1.795874,2.827518
485,-1.777748,-1.797969,2.830650
486,-1.779995,-1.800061,2.833778
487,-1.782238,-1.802151,2.836902
488,-1.784478,-1.804238,2.840022
489,-1.786713,-1.806323,2.843137
490,-1.788945,-1.808405,2.846248
491,-1.791173,-1.810484,2.849355
492,-1.793398,-1.812560,2.852457
493,-1.795619,-1.814634,2.855556
494,-1.797836,-1.816705,2.858650
495,-1.800049,-1.818774,2.861740
496,-1.802259,-1.820839,2.864826
497,-1.804465,-1.822903,2.867908
498,-1.806668,-1.824963,2.870985
499,-1.808867,-1.827021,2.874059
500,-1.811062,-1.829077,2.877128
501,-1.813254,-1.831130,2.880193
502,-1.815442,-1.833180,2.883254
503,-1.817627,-1.835228,2.886311
504,-1.819808,-1.837273,2.889364
505,-1.821985,-1.839315,2.892413
506,-1.824159,-1.841355,2.895458
507,-1.826330,-1.843392,2.898499
508,-1.828497,-1.845427,2.901536
509,-1.830660,-1.847459,2.904568
510,-1.832820,-1.849489,2.907597
511,-1.834977,-1.851516,2.910622
512,-1.837130,-1.853541,2.913642
513,-1.839280,-1.855563,2.916659
514,-1.841426,-1.857582,2.919672
515,-1.843569,-1.859599,2.922681
516,-1.845709,-1.861614,2.925686
517,-1.847845,-1.863626,2.928687
518,-1.849978,-1.865635,2.931684
519,-1.852107,-1.867642,2.934677
520,-1.854233,-1.869647,2.937666
521,-1.856356,-1.871649,2.940651
522,-1.858476,-1.873648,2.943632
523,-1.860592,-1.875645,2.946610
524,-1.862704,-1.877640,2.949583
525,-1.864814,-1.879632,2.952553
526,-1.866920,-1.881622,2.955519
527,-1.869023,-1.883609,2.958481
528,-1.871123,-1.885594,2.961439
529,-1.873219,-1.887576,2.964394
530,-1.875313,-1.889556,2.967344
531,-1.877403,-1.891533,2.970291
532,-1.879490,-1.893508,2.973234
533,-1.881573,-1.895481,2.976173
534,-1.883654,-1.897451,2.979109
535,-1.885731,-1.899419,2.982040
536,-1.887805,-1.901384,2.984968
537,-1.889876,-1.903347,2.987892
538,-1.891944,-1.905307,2.990813
539,-1.894009,-1.907266,2.993729
540,-1.896070,-1.909221,2.996642
541,-1.898129,-1.911175,2.999551
542,-1.900184,-1.913126,3.002457
543,-1.902236,-1.915074,3.005359
544,-1.904285,-1.917021,3.008257
545,-1.906331,-1.918964,3.011152
546,-1.908374,-1.920906,3.014042
547,-1.910414,-1.922845,3.016930
548,-1.912451,-1.924782,3.019813
549,-1.914485,-1.926717,3.022693
550,-1.916516,-1.928649,3.025569
551,-1.918544,-1.930579,3.028442
552,-1.920569,-1.932506,3.031311
553,-1.922591,-1.934431,3.034176
554,-1.924610,-1.936354,3.037038
555,-1.926626,-1.938275,3.039896
556,-1.928639,-1.940193,3.042751
557,-1.930649,-1.942109,3.045602
558,-1.932656,-1.944023,3.048450
559,-1.934660,-1.945934,3.051294
560,-1.936661,-1.947843,3.054134
561,-1.938660,-1.949750,3.056971
562,-1.940655,-1.951654,3.059804
563,-1.942648,-1.953556,3.062634
564,-1.944637,-1.955456,3.065461
565,-1.946624,-1.957354,3.068283
566,-1.948608,-1.959250,3.071103
567,-1.950589,-1.961143,3.073919
568,-1.952567,-1.963034,3.076731
569,-1.954542,-1.964922,3.079540
570,-1.956515,-1.966809,3.082346
571,-1.958485,-1.968693,3.085148
572,-1.960451,-1.970575,3.087946
573,-1.962416,-1.972455,3.090741
574,-1.964377,-1.974332,3.093533
575,-1.966335,-1.976208,3.096321
576,-1.968291,-1.978081,3.099106
577,-1.970244,-1.979952,3.101888
578,-1.972194,-1.981820,3.104666
579,-1.974142,-1.983687,3.107441
580,-1.976086,-1.985551,3.110212
581,-1.978028,-1.987413,3.112980
582,-1.979967,-1.989273,3.115744
583,-1.981904,-1.991131,3.118506
584,-1.983838,-1.992986,3.121264
585,-1.985769,-1.994840,3.124018
586,-1.987697,-1.996691,3.126769
587,-1.989623,-1.998540,3.129517
588,-1.991546,-2.000387,3.132262
589,-1.993466,-2.002232,3.135003
590,-1.995384,-2.004074,3.137741
591,-1.997299,-2.005915,3.140476
592,-1.999211,-2.007753,3.143207
593,-2.001121,-2.009589,3.145935
594,-2.003028,-2.011423,3.148660
595,-2.004933,-2.013255,3.151382
596,-2.006835,-2.015085,3.154100
597,-2.008734,-2.016913,3.156815
598,-2.010631,-2.018738,3.159527
599,-2.012525,-2.020562,3.162236
600,-2.014416,-2.022383,3.164941
601,-2.016305,-2.024202,3.167643
602,-2.018192,-2.026020,3.170342
603,-2.020075,-2.027835,3.173038
604,-2.021957,-2.029648,3.175730
605,-2.023835,-2.031458,3.178420
606,-2.025712,-2.033267,3.181106
607,-2.027585,-2.035074,3.183789
608,-2.029456,-2.036879,3.186469
609,-2.031325,-2.038681,3.189145
610,-2.033191,-2.040482,3.191819
611,-2.035055,-2.042280,3.194489
612,-2.036916,-2.044076,3.197157
613,-2.038774,-2.045871,3.199821
614,-2.040631,-2.047663,3.202482
615,-2.042484,-2.049453,3.205139
616,-2.044335,-2.051241,3.207794
617,-2.046184,-2.053028,3.210446
618,-2.048031,-2.054812,3.213094
619,-2.049874,-2.056594,3.215740
620,-2.051716,-2.058374,3.218382
621,-2.053555,-2.060152,3.221021
622,-2.055391,-2.061928,3.223657
623,-2.057225,-2.063702,3.226291
624,-2.059057,-2.065474,3.228921
625,-2.060886,-2.067244,3.231548
626,-2.062713,-2.069012,3.234172
627,-2.064538,-2.070778,3.236793
628,-2.066360,-2.072542,3.239411
629,-2.068180,-2.074304,3.242025
630,-2.069997,-2.076064,3.244637
631,-2.071812,-2.077822,3.247246
632,-2.073625,-2.079578,3.249852
633,-2.075435,-2.081333,3.252455
634,-2.077243,-2.083085,3.255055
635,-2.079049,-2.084835,3.257651
636,-2.080852,-2.086583,3.260245
637,-2.082653,-2.088329,3.262836
638,-2.084452,-2.090074,3.265424
639,-2.086248,-2.091816,3.268009
640,-2.088043,-2.093557,3.270591
641,-2.089834,-2.095295,3.273170
642,-2.091624,-2.097032,3.275746
643,-2.093411,-2.098766,3.278320
644,-2.095196,-2.100499,3.280890
645,-2.096979,-2.102230,3.283457
646,-2.098759,-2.103958,3.286022
647,-2.100537,-2.105685,3.288583
648,-2.102313,-2.107410,3.291142
649,-2.104086,-2.109133,3.293698
650,-2.105858,-2.110855,3.296250
651,-2.107627,-2.112574,3.298800
652,-2.109394,-2.114291,3.301347
653,-2.111158,-2.116007,3.303892
654,-2.112921,-2.117720,3.306433
655,-2.114681,-2.119432,3.308971
656,-2.116439,-2.121142,3.311507
657,-2.118195,-2.122850,3.314040
658,-2.119949,-2.124556,3.316570
659,-2.121700,-2.126260,3.319097
660,-2.123449,-2.127962,3.321621
661,-2.125196,-2.129662,3.324143
662,-2.126941,-2.131361,3.326661
663,-2.128684,-2.133058,3.329177
664,-2.130425,-2.134752,3.331690
665,-2.132163,-2.136445,3.334200
666,-2.133899,-2.138137,3.336708
667,-2.135633,-2.139826,3.339212
668,-2.137365,-2.141513,3.341714
669,-2.139095,-2.143199,3.344213
670,-2.140823,-2.144883,3.346709
671,-2.142548,-2.146565,3.349203
672,-2.144272,-2.148245,3.351694
673,-2.145993,-2.149923,3.354182
674,-2.147713,-2.151599,3.356667
675,-2.149430,-2.153274,3.359149
676,-2.151145,-2.154947,3.361629
677,-2.152858,-2.156618,3.364106
678,-2.154569,-2.158287,3.366580
679,-2.156277,-2.159954,3.369052
680,-2.157984,-2.161620,3.371521
681,-2.159689,-2.163284,3.373987
682,-2.161391,-2.164946,3.376450
683,-2.163092,-2.166606,3.378911
684,-2.164790,-2.168264,3.381369
685,-2.166487,-2.169921,3.383824
686,-2.168181,-2.171576,3.386277
687,-2.169874,-2.173229,3.388727
688,-2.171564,-2.174880,3.391175
689,-2.173252,-2.176530,3.393619
690,-2.174938,-2.178177,3.396061
691,-2.176623,-2.179823,3.398501
692,-2.178305,-2.181467,3.400937
693,-2.179985,-2.183110,3.403371
694,-2.181663,-2.184751,3.405803
695,-2.183340,-2.186390,3.408231
696,-2.185014,-2.188027,3.410658
697,-2.186686,-2.189662,3.413081
698,-2.188356,-2.191296,3.415502
699,-2.190025,-2.192928,3.417920
700,-2.191691,-2.194558,3.420336
701,-2.193355,-2.196187,3.422749
702,-2.195018,-2.197813,3.425160
703,-2.196678,-2.199438,3.427567
704,-2.198337,-2.201062,3.429973
705,-2.199993,-2.202683,3.432375
706,-2.201648,-2.204303,3.434776
707,-2.203300,-2.205921,3.437173
708,-2.204951,-2.207538,3.439568
709,-2.206600,-2.209153,3.441961
710,-2.208247,-2.210766,3.444351
